Date,Time,Event,Ticker,Period,Actual,Prior,Surv(M),Surv(A),# Ests.,Surprise,Std Dev,C
06/07/16,20:30,Nonfarm Productivity,PRODNFR% Index,1Q F,-0.60%,-1.00%,-0.60%,-0.59%,51,0,0.16,US
06/07/16,20:30,Unit Labor Costs,COSTNFR% Index,1Q F,4.50%,4.10%,4.00%,4.04%,50,1.52,0.33,US
06/07/16,22:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Jun,48.2,48.7,48.2,47.82,5,0,0.75,US
06/08/16,3:00,Consumer Credit,CICRTOT Index,Apr,$13.416b,$29.674b,$18.000b,$17.94b,31,-1.56,2.94,US
06/08/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-03,9.30%,-4.10%,--,--,0,--,--,US
06/08/16,22:00,JOLTS Job Openings,JOLTTOTL Index,Apr,5788,5757,5675,5670.44,9,1.09,103.46,US
06/09/16,20:30,Initial Jobless Claims,INJCJC Index,Jun-04,264k,267k,270k,269.36k,47,-1.25,4.81,US
06/09/16,20:30,Continuing Claims,INJCSP Index,May-28,2095k,2172k,2171k,2162.75k,8,-3.66,20.6,US
06/09/16,20:45,Bloomberg June United States Economic Survey (Table),,,,,,,,,,US
06/09/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-05,43.5,43.2,--,--,0,--,--,US
06/09/16,22:00,Wholesale Inventories MoM,MWINCHNG Index,Apr,0.60%,0.10%,0.10%,0.09%,25,4.02,0.12,US
06/09/16,22:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Apr,1.00%,0.70%,1.10%,0.90%,10,-0.2,0.49,US
06/10/16,0:00,Household Change in Net Worth,NWORCHNG Index,1Q,$837b,$1637b,--,--,0,--,--,US
06/10/16,22:00,U. of Mich. Sentiment,CONSSENT Index,Jun P,94.3,94.7,94,93.88,66,0.28,1.06,US
06/10/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,Jun P,111.7,109.9,--,--,2,--,--,US
06/10/16,22:00,U. of Mich. Expectations,CONSEXP Index,Jun P,83.2,84.9,--,--,2,--,--,US
06/10/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jun P,2.40%,2.40%,--,--,0,--,--,US
06/10/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jun P,2.30%,2.50%,--,--,0,--,--,US
06/11/16,2:00,Monthly Budget Statement,FDDSSD Index,May,-$52.5b,-$84.1b,-$56.0b,-$61.05b,15,0.22,16.15,US
06/14/16,18:00,NFIB Small Business Optimism,SBOITOTL Index,May,93.8,93.6,93.6,93.4,18,0.49,0.51,US
06/14/16,20:30,Import Price Index MoM,IMP1CHNG Index,May,1.40%,0.30%,0.70%,0.76%,42,2.46,0.28,US
06/14/16,20:30,Import Price Index YoY,IMP1YOY% Index,May,-5.00%,-5.70%,-5.90%,-5.85%,13,1.63,0.55,US
06/14/16,20:30,Retail Sales Advance MoM,RSTAMOM Index,May,0.50%,1.30%,0.30%,0.32%,81,1.64,0.12,US
06/14/16,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,May,0.40%,0.80%,0.40%,0.39%,68,0,0.13,US
06/14/16,20:30,Retail Sales Ex Auto and Gas,RSTAXAG% Index,May,0.30%,0.60%,0.30%,0.25%,26,0.39,0.13,US
06/14/16,20:30,Retail Sales Control Group,RSTAXAGM Index,May,0.40%,0.90%,0.30%,0.25%,30,0.7,0.14,US
06/14/16,22:00,Business Inventories,MTIBCHNG Index,Apr,0.10%,0.40%,0.20%,0.22%,42,-0.67,0.15,US
06/15/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-10,-2.40%,9.30%,--,--,0,--,--,US
06/15/16,20:30,PPI Final Demand MoM,FDIDFDMO Index,May,0.40%,0.20%,0.30%,0.31%,66,0.93,0.11,US
06/15/16,20:30,PPI Ex Food and Energy MoM,FDIDSGMO Index,May,0.30%,0.10%,0.10%,0.13%,58,3.68,0.05,US
06/15/16,20:30,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,May,-0.10%,0.30%,0.10%,0.11%,8,-6.05,0.03,US
06/15/16,20:30,PPI Final Demand YoY,FDIUFDYO Index,May,-0.10%,0.00%,-0.10%,-0.04%,27,0,0.26,US
06/15/16,20:30,PPI Ex Food and Energy YoY,FDIUSGYO Index,May,1.20%,0.90%,1.00%,1.02%,24,3.94,0.05,US
06/15/16,20:30,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,May,0.80%,0.90%,--,--,1,--,--,US
06/15/16,20:30,Empire Manufacturing,EMPRGBCI Index,Jun,6,-9,-4.9,-3.68,49,4.88,2.24,US
06/15/16,21:15,Industrial Production MoM,IP CHNG Index,May,-0.40%,0.70%,-0.20%,-0.20%,80,-0.98,0.2,US
06/15/16,21:15,Capacity Utilization,CPTICHNG Index,May,74.90%,75.40%,75.20%,75.20%,58,-1.73,0.17,US
06/15/16,21:15,Manufacturing (SIC) Production,IPMGCHNG Index,May,-0.40%,0.30%,-0.10%,-0.07%,28,-1.27,0.24,US
06/16/16,2:00,FOMC Rate Decision (Upper Bound),FDTR Index,Jun-15,0.50%,0.50%,0.50%,0.50%,106,--,0,US
06/16/16,2:00,FOMC Rate Decision (Lower Bound),FDTRFTRL Index,Jun-15,0.25%,0.25%,0.25%,0.25%,106,--,0,US
06/16/16,2:00,Fed Summary of Economic Projections,,,,,,,,,,US
06/16/16,4:00,Total Net TIC Flows,FRNTTNET Index,Apr,$80.4b,-$98.3b,--,--,1,--,--,US
06/16/16,4:00,Net Long-term TIC Flows,FRNTTOTL Index,Apr,-$79.6b,$78.1b,--,--,1,--,--,US
06/16/16,20:30,Revisions: Current Account,,,,,,,,,,US
06/16/16,20:30,Current Account Balance,USCABAL Index,1Q,-$124.7b,-$125.3b,-$125.0b,-$123.70b,32,0.06,5.17,US
06/16/16,20:30,Initial Jobless Claims,INJCJC Index,Jun-11,277k,264k,270k,268.98k,45,1.59,4.41,US
06/16/16,20:30,Continuing Claims,INJCSP Index,Jun-04,2157k,2095k,2140k,2143.44k,9,0.67,25.42,US
06/16/16,20:30,Philadelphia Fed Business Outlook,OUTFGAF Index,Jun,4.7,-1.8,1,1,52,1.72,2.15,US
06/16/16,20:30,CPI MoM,CPI CHNG Index,May,0.20%,0.40%,0.30%,0.29%,86,-1.49,0.07,US
06/16/16,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,May,0.20%,0.20%,0.20%,0.19%,83,0,0.04,US
06/16/16,20:30,CPI YoY,CPI YOY Index,May,1.00%,1.10%,1.10%,1.11%,48,-1.34,0.07,US
06/16/16,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,May,2.20%,2.10%,2.20%,2.18%,49,0,0.05,US
06/16/16,20:30,CPI Index NSA,CPURNSA Index,May,240.236,239.261,240.357,240.34,15,-1.58,0.08,US
06/16/16,20:30,CPI Core Index SA,CPUPAXFE Index,May,247.074,246.574,247.047,247.03,5,0.38,0.07,US
06/16/16,20:30,Real Avg Weekly Earnings YoY,REALYRAE Index,May,1.10%,1.30%,--,--,0,--,--,US
06/16/16,21:45,Bloomberg Economic Expectations,COMFBTWR Index,Jun,41,44.5,--,--,0,--,--,US
06/16/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-12,42.1,43.5,--,--,0,--,--,US
06/16/16,22:00,NAHB Housing Market Index,USHBMIDX Index,Jun,60,58,59,58.69,49,1.31,0.76,US
06/17/16,20:30,Housing Starts,NHSPSTOT Index,May,1164k,1172k,1150k,1147.39k,77,0.52,27.04,US
06/17/16,20:30,Housing Starts MoM,NHCHSTCH Index,May,-0.30%,6.60%,-1.90%,-2.10%,77,0.68,2.31,US
06/17/16,20:30,Building Permits,NHSPATOT Index,May,1138k,1116k,1145k,1144.32k,53,-0.25,27.47,US
06/17/16,20:30,Building Permits MoM,NHCHATCH Index,May,0.70%,3.60%,1.30%,1.27%,53,-0.26,2.43,US
06/22/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-17,2.90%,-2.40%,--,--,0,--,--,US
06/22/16,21:00,FHFA House Price Index MoM,HPIMMOM% Index,Apr,0.20%,0.70%,0.60%,0.58%,20,-3.88,0.1,US
06/22/16,22:00,Existing Home Sales,ETSLTOTL Index,May,5.53m,5.45m,5.55m,5.54m,72,-0.25,0.08,US
06/22/16,22:00,Existing Home Sales MoM,ETSLMOM Index,May,1.80%,1.70%,1.80%,1.72%,72,-0.02,1.47,US
06/23/16,20:30,Chicago Fed Nat Activity Index,CFNAI Index,May,-0.51,0.1,0.11,-0.06,6,-1.97,0.31,US
06/23/16,20:30,Initial Jobless Claims,INJCJC Index,Jun-18,259k,277k,270k,270.31k,48,-2.65,4.14,US
06/23/16,20:30,Continuing Claims,INJCSP Index,Jun-11,2142k,2157k,2150k,2133.59k,9,-0.31,25.46,US
06/23/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-19,44.2,42.1,--,--,0,--,--,US
06/23/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,Jun P,--,--,50.9,50.81,20,--,0.53,US
06/23/16,22:00,New Home Sales,NHSLTOT Index,May,551k,619k,560k,562.96k,71,-0.44,20.49,US
06/23/16,22:00,New Home Sales MoM,NHSLCHNG Index,May,-6.00%,16.60%,1.60%,2.17%,71,-2.05,3.72,US
06/23/16,22:00,Leading Index,LEI CHNG Index,May,-0.20%,0.60%,0.10%,0.05%,36,-1.55,0.16,US
06/23/16,23:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Jun,2,-5,-5,-4.88,6,1.96,3.36,US
06/24/16,20:30,Durable Goods Orders,DGNOCHNG Index,May P,-2.20%,3.40%,-0.50%,-0.33%,77,-1.58,1.07,US
06/24/16,20:30,Durables Ex Transportation,DGNOXTCH Index,May P,-0.30%,0.50%,0.10%,0.11%,56,-1.31,0.31,US
06/24/16,20:30,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,May P,-0.70%,-0.60%,0.40%,0.35%,21,-3.03,0.36,US
06/24/16,20:30,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,May P,-0.50%,0.40%,0.30%,0.10%,4,-2.04,0.37,US
06/24/16,22:00,U. of Mich. Sentiment,CONSSENT Index,Jun F,93.5,94.3,94.1,94.08,53,-1.12,0.54,US
06/24/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,Jun F,110.8,111.7,--,--,2,--,--,US
06/24/16,22:00,U. of Mich. Expectations,CONSEXP Index,Jun F,82.4,83.2,--,--,2,--,--,US
06/24/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jun F,2.60%,2.40%,--,--,0,--,--,US
06/24/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jun F,2.60%,2.30%,--,--,0,--,--,US
06/27/16,20:30,Advance Goods Trade Balance,USTGTTCB Index,May,-$60.6b,-$57.5b,-$59.5b,-$59.30b,38,-0.77,1.48,US
06/27/16,21:45,Markit US Services PMI,MPMIUSSA Index,Jun P,--,--,52,51.92,11,--,0.42,US
06/27/16,21:45,Markit US Composite PMI,MPMIUSCA Index,Jun P,--,--,--,--,0,--,--,US
06/27/16,22:30,Dallas Fed Manf. Activity,DFEDGBA Index,Jun,-18.3,-20.8,-15,-14.8,10,-1.18,2.79,US
06/28/16,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q T,1.10%,0.80%,1.00%,1.00%,72,0.98,0.1,US
06/28/16,20:30,Personal Consumption,GDPCTOT% Index,1Q T,1.50%,1.90%,2.00%,1.97%,12,-2.59,0.19,US
06/28/16,20:30,GDP Price Index,GDP PIQQ Index,1Q T,0.40%,0.60%,0.60%,0.60%,25,-10.21,0.02,US
06/28/16,20:30,Core PCE QoQ,GDPCPCEC Index,1Q T,2.00%,2.10%,2.10%,2.10%,6,--,0,US
06/28/16,21:00,S&P CoreLogic CS US HPI MoM SA,SPCSUSQS Index,Apr,0.07%,0.09%,--,--,0,--,--,US
06/28/16,21:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Apr,186.63,184.5,186.71,185.97,3,-0.07,1.11,US
06/28/16,21:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Apr,0.45%,0.85%,0.58%,0.59%,22,-0.83,0.15,US
06/28/16,21:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Apr,5.44%,5.43%,5.41%,5.49%,17,0.13,0.23,US
06/28/16,21:00,S&P CoreLogic CS US HPI NSA Index,SPCSUSA Index,Apr,178.69,176.91,--,--,0,--,--,US
06/28/16,21:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,Apr,5.03%,5.15%,--,--,1,--,--,US
06/28/16,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Jun,98,92.6,93.5,93.52,67,3.77,1.19,US
06/28/16,22:00,Richmond Fed Manufact. Index,RCHSINDX Index,Jun,-7,-1,3,2.65,10,-6.01,1.58,US
06/29/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-24,-2.60%,2.90%,--,--,0,--,--,US
06/29/16,20:30,Personal Income,PITLCHNG Index,May,0.20%,0.40%,0.30%,0.28%,74,-1.65,0.06,US
06/29/16,20:30,Personal Spending,PCE CRCH Index,May,0.40%,1.00%,0.40%,0.37%,74,0,0.08,US
06/29/16,20:30,Real Personal Spending,PCE CHNC Index,May,0.30%,0.60%,0.20%,0.23%,12,1.68,0.06,US
06/29/16,20:30,PCE Deflator MoM,PCE DEFM Index,May,0.20%,0.30%,0.20%,0.19%,38,0,0.02,US
06/29/16,20:30,PCE Deflator YoY,PCE DEFY Index,May,0.90%,1.10%,1.00%,1.01%,29,-1.28,0.08,US
06/29/16,20:30,PCE Core Deflator MoM,PCE CMOM Index,May,0.20%,0.20%,0.20%,0.18%,51,0,0.04,US
06/29/16,20:30,PCE Core Deflator YoY,PCE CYOY Index,May,1.60%,1.60%,1.60%,1.64%,34,0,0.05,US
06/29/16,22:00,Pending Home Sales MoM,USPHTMOM Index,May,-3.70%,5.10%,-1.10%,-1.28%,33,-2.97,0.87,US
06/29/16,22:00,Pending Home Sales NSA YoY,USPHTYOY Index,May,2.40%,2.90%,4.60%,4.30%,6,-2.88,0.75,US
06/30/16,20:30,Initial Jobless Claims,INJCJC Index,Jun-25,268k,259k,267k,266.80k,44,0.19,5.18,US
06/30/16,20:30,Continuing Claims,INJCSP Index,Jun-18,2120k,2142k,2151k,2153.88k,8,-2.43,12.78,US
06/30/16,21:45,MNI Chicago PMI,CHPMINDX Index,Jun,56.8,49.3,51,50.82,40,6.64,0.87,US
06/30/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-26,43.9,44.2,--,--,0,--,--,US
07/01/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,Jun F,--,--,51.2,51.2,9,--,0.29,US
07/01/16,22:00,Revisions: Construction Spending,,,,,,,,,,US
07/01/16,22:00,Construction Spending MoM,CNSTTMOM Index,May,-0.80%,-1.80%,0.60%,0.57%,48,-3.5,0.4,US
07/01/16,22:00,ISM Manufacturing,NAPMPMI Index,Jun,53.2,51.3,51.3,51.24,78,3.93,0.48,US
07/01/16,22:00,ISM Prices Paid,NAPMPRIC Index,Jun,60.5,63.5,63.5,62.74,10,-1.96,1.53,US
07/01/16,22:00,ISM New Orders,NAPMNEWO Index,Jun,57,55.7,55.9,55.3,3,1.2,0.92,US
07/01/16-07/02/16,,Wards Domestic Vehicle Sales,SAARDTOT Index,Jun,12.76m,13.33m,13.40m,13.39m,11,-3.14,0.2,US
07/01/16-07/02/16,,Wards Total Vehicle Sales,SAARTOTL Index,Jun,16.61m,17.37m,17.30m,17.27m,45,-4.4,0.16,US
07/05/16,21:45,ISM New York,NYPMCURR Index,Jun,45.4,37.2,--,--,2,--,--,US
07/05/16,22:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Jul,45.5,48.2,48.2,48.08,5,-8.47,0.32,US
07/05/16,22:00,Factory Orders,TMNOCHNG Index,May,-1.00%,1.90%,-0.80%,-0.79%,50,-0.66,0.3,US
07/05/16,22:00,Factory Orders Ex Trans,TMNOXTM% Index,May,0.10%,0.50%,--,--,2,--,--,US
07/05/16,22:00,Durable Goods Orders,DGNOCHNG Index,May F,-2.30%,-2.20%,-2.20%,-2.01%,7,-0.24,0.42,US
07/05/16,22:00,Durables Ex Transportation,DGNOXTCH Index,May F,-0.30%,-0.30%,-0.30%,-0.13%,4,-0.2,0.25,US
07/05/16,22:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,May F,-0.40%,-0.70%,--,--,1,--,--,US
07/05/16,22:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,May F,-0.50%,-0.50%,--,--,1,--,--,US
07/06/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-01,14.20%,-2.60%,--,--,0,--,--,US
07/06/16,20:30,Trade Balance,USTBTOT Index,May,-$41.1b,-$37.4b,-$40.0b,-$39.99b,60,-1.48,0.74,US
07/06/16,21:45,Markit US Services PMI,MPMIUSSA Index,Jun F,--,--,51.3,51.41,10,--,0.36,US
07/06/16,21:45,Markit US Composite PMI,MPMIUSCA Index,Jun F,--,--,--,--,0,--,--,US
07/06/16,22:00,ISM Non-Manufacturing Index,NAPMNMI Index,Jun,56.5,52.9,53.3,53.37,71,4.67,0.69,US
07/07/16,2:00,U.S. Fed Releases Minutes from June 14-15 FOMC Meeting,,,,,,,,,,US
07/07/16,2:00,FOMC Meeting Minutes,FEDMMINU Index,Jun-15,--,--,--,--,0,--,--,US
07/07/16,19:30,Challenger Job Cuts YoY,CHALYOY% Index,Jun,-14.10%,-26.50%,--,--,0,--,--,US
07/07/16,20:15,ADP Employment Change,ADP CHNG Index,Jun,172k,173k,160k,159.02k,44,0.77,15.54,US
07/07/16,20:30,Initial Jobless Claims,INJCJC Index,Jul-02,254k,268k,269k,267.65k,42,-2.73,5.36,US
07/07/16,20:30,Continuing Claims,INJCSP Index,Jun-25,2124k,2120k,2120k,2109.29k,7,0.13,31.67,US
07/07/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-03,43.5,43.9,--,--,0,--,--,US
07/08/16,20:30,Two-Month Payroll Net Revision,ECONGECC Index,Jun,-6k,--,--,--,0,--,--,US
07/08/16,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Jun,287k,38k,180k,176.96k,89,3.69,29.01,US
07/08/16,20:30,Change in Private Payrolls,NFP PCH Index,Jun,265k,25k,170k,171.21k,42,3.5,27.11,US
07/08/16,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Jun,14k,-10k,-3k,-2.65k,27,2.51,6.78,US
07/08/16,20:30,Unemployment Rate,USURTOT Index,Jun,4.90%,4.70%,4.80%,4.77%,85,1.88,0.05,US
07/08/16,20:30,Average Hourly Earnings MoM,AHE MOM% Index,Jun,0.10%,0.20%,0.20%,0.19%,62,-2.04,0.05,US
07/08/16,20:30,Average Hourly Earnings YoY,AHE YOY% Index,Jun,2.60%,2.50%,2.70%,2.68%,31,-1.55,0.06,US
07/08/16,20:30,Average Weekly Hours All Employees,AWH TOTL Index,Jun,34.4,34.4,34.4,34.4,34,0,0.02,US
07/08/16,20:30,Change in Household Employment,USEMNCHG Index,Jun,67,26,--,--,2,--,--,US
07/08/16,20:30,Labor Force Participation Rate,PRUSTOT Index,Jun,62.70%,62.60%,--,--,2,--,--,US
07/08/16,20:30,Underemployment Rate,USUDMAER Index,Jun,9.60%,9.70%,--,--,0,--,--,US
07/09/16,3:00,Consumer Credit,CICRTOT Index,May,$18.558b,$13.416b,$16.000b,$16.48b,28,1.49,1.72,US
07/11/16,22:00,Labor Market Conditions Index Change,LMCILMCC Index,Jun,-1.9,-4.8,-1.2,-1.1,4,-0.36,1.96,US
07/12/16,18:00,NFIB Small Business Optimism,SBOITOTL Index,Jun,94.5,93.8,93.9,93.73,18,1.26,0.47,US
07/12/16,22:00,Wholesale Inventories MoM,MWINCHNG Index,May,0.10%,0.60%,0.20%,0.18%,26,-0.89,0.11,US
07/12/16,22:00,Wholesale Trade Sales MoM,MWSLCHNG Index,May,0.50%,1.00%,0.50%,0.43%,7,-0.13,0.31,US
07/12/16,22:00,JOLTS Job Openings,JOLTTOTL Index,May,5500,5788,5650,5610,5,-1.3,115.76,US
07/13/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-08,7.20%,14.20%,--,--,0,--,--,US
07/13/16,20:30,Import Price Index MoM,IMP1CHNG Index,Jun,0.20%,1.40%,0.50%,0.54%,44,-1.21,0.25,US
07/13/16,20:30,Import Price Index YoY,IMP1YOY% Index,Jun,-4.80%,-5.00%,-4.60%,-4.48%,15,-0.74,0.27,US
07/14/16,2:00,Monthly Budget Statement,FDDSSD Index,Jun,$6.3b,$50.5b,$19.0b,$20.11b,14,-1.12,11.36,US
07/14/16,2:00,U.S. Federal Reserve Releases Beige Book,,,,,,,,,,US
07/14/16,20:30,Initial Jobless Claims,INJCJC Index,Jul-09,254k,254k,265k,267.45k,47,-1.88,5.86,US
07/14/16,20:30,Continuing Claims,INJCSP Index,Jul-02,2149k,2124k,2130k,2161.15k,9,0.24,79.24,US
07/14/16,20:30,PPI Final Demand MoM,FDIDFDMO Index,Jun,0.50%,0.40%,0.30%,0.25%,64,1.89,0.11,US
07/14/16,20:30,PPI Ex Food and Energy MoM,FDIDSGMO Index,Jun,0.40%,0.30%,0.10%,0.13%,56,4.91,0.06,US
07/14/16,20:30,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,Jun,0.30%,-0.10%,0.10%,0.14%,5,4.08,0.05,US
07/14/16,20:30,PPI Final Demand YoY,FDIUFDYO Index,Jun,0.30%,-0.10%,0.00%,-0.01%,27,1.44,0.21,US
07/14/16,20:30,PPI Ex Food and Energy YoY,FDIUSGYO Index,Jun,1.30%,1.20%,1.00%,0.95%,25,1.48,0.2,US
07/14/16,20:30,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,Jun,0.90%,0.80%,--,--,2,--,--,US
07/14/16,20:45,Bloomberg July United States Economic Survey (Table),,,,,,,,,,US
07/14/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-10,44.7,43.5,--,--,0,--,--,US
07/15/16,20:30,Retail Sales Advance MoM,RSTAMOM Index,Jun,0.60%,0.50%,0.10%,0.04%,82,3.38,0.15,US
07/15/16,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Jun,0.70%,0.40%,0.40%,0.39%,69,2.72,0.11,US
07/15/16,20:30,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Jun,0.70%,0.30%,0.30%,0.32%,21,3.43,0.12,US
07/15/16,20:30,Retail Sales Control Group,RSTAXAGM Index,Jun,0.50%,0.40%,0.30%,0.28%,27,1.4,0.14,US
07/15/16,20:30,CPI MoM,CPI CHNG Index,Jun,0.20%,0.20%,0.30%,0.25%,82,-1.59,0.06,US
07/15/16,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jun,0.20%,0.20%,0.20%,0.19%,79,0,0.03,US
07/15/16,20:30,CPI YoY,CPI YOY Index,Jun,1.00%,1.00%,1.10%,1.07%,46,-1.32,0.08,US
07/15/16,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Jun,2.30%,2.20%,2.20%,2.24%,46,2.05,0.05,US
07/15/16,20:30,CPI Index NSA,CPURNSA Index,Jun,241.038,240.236,241.1,241.09,15,-0.7,0.09,US
07/15/16,20:30,CPI Core Index SA,CPUPAXFE Index,Jun,247.495,247.074,247.524,247.51,5,-0.49,0.06,US
07/15/16,20:30,Real Avg Weekly Earnings YoY,REALYRAE Index,Jun,1.20%,1.10%,--,--,0,--,--,US
07/15/16,20:30,Empire Manufacturing,EMPRGBCI Index,Jul,0.6,6,5,4.55,46,-2.12,2.1,US
07/15/16,21:15,Industrial Production MoM,IP CHNG Index,Jun,0.60%,-0.40%,0.30%,0.31%,77,1.49,0.2,US
07/15/16,21:15,Capacity Utilization,CPTICHNG Index,Jun,75.40%,74.90%,75.10%,75.10%,55,1.73,0.17,US
07/15/16,21:15,Manufacturing (SIC) Production,IPMGCHNG Index,Jun,0.40%,-0.40%,0.30%,0.32%,25,0.52,0.19,US
07/15/16,22:00,Business Inventories,MTIBCHNG Index,May,0.20%,0.10%,0.10%,0.11%,38,1.1,0.09,US
07/15/16,22:00,U. of Mich. Sentiment,CONSSENT Index,Jul P,89.5,93.5,93.5,93.14,63,-3.47,1.15,US
07/15/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,Jul P,108.7,110.8,109.9,109.8,3,-1.17,1.02,US
07/15/16,22:00,U. of Mich. Expectations,CONSEXP Index,Jul P,77.1,82.4,83,81.87,3,-3.68,1.6,US
07/15/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jul P,2.80%,2.60%,--,--,0,--,--,US
07/15/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jul P,2.60%,2.60%,--,--,0,--,--,US
07/18/16,22:00,NAHB Housing Market Index,USHBMIDX Index,Jul,59,60,60,60.35,40,-0.96,1.04,US
07/19/16,4:00,Total Net TIC Flows,FRNTTNET Index,May,-$11.0b,$80.4b,--,--,1,--,--,US
07/19/16,4:00,Net Long-term TIC Flows,FRNTTOTL Index,May,$41.1b,-$79.6b,--,--,1,--,--,US
07/19/16,20:30,Housing Starts,NHSPSTOT Index,Jun,1189k,1164k,1165k,1162.79k,73,1.19,20.09,US
07/19/16,20:30,Housing Starts MoM,NHCHSTCH Index,Jun,4.80%,-0.30%,0.20%,-0.08%,73,2.68,1.73,US
07/19/16,20:30,Building Permits,NHSPATOT Index,Jun,1153k,1138k,1150k,1149.46k,48,0.17,17.98,US
07/19/16,20:30,Building Permits MoM,NHCHATCH Index,Jun,1.50%,0.70%,1.20%,1.18%,48,0.17,1.58,US
07/20/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-15,-1.30%,7.20%,--,--,0,--,--,US
07/21/16,20:30,Chicago Fed Nat Activity Index,CFNAI Index,Jun,0.16,-0.51,-0.2,-0.17,3,7.64,0.05,US
07/21/16,20:30,Initial Jobless Claims,INJCJC Index,Jul-16,253k,254k,265k,265.48k,44,-1.61,7.44,US
07/21/16,20:30,Continuing Claims,INJCSP Index,Jul-09,2128k,2149k,2137k,2127.50k,8,-0.18,50.13,US
07/21/16,20:30,Philadelphia Fed Business Outlook,OUTFGAF Index,Jul,-2.9,4.7,4.5,4.22,50,-3.48,2.13,US
07/21/16,21:00,FHFA House Price Index MoM,HPIMMOM% Index,May,0.20%,0.20%,0.40%,0.38%,19,-1.48,0.13,US
07/21/16,21:45,Bloomberg Economic Expectations,COMFBTWR Index,Jul,44.5,41,--,--,0,--,--,US
07/21/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-17,42.9,44.7,--,--,0,--,--,US
07/21/16,22:00,Existing Home Sales,ETSLTOTL Index,Jun,5.57m,5.53m,5.48m,5.48m,70,1.36,0.07,US
07/21/16,22:00,Existing Home Sales MoM,ETSLMOM Index,Jun,1.10%,1.80%,-0.90%,-0.95%,70,1.67,1.2,US
07/21/16,22:00,Leading Index,LEI CHNG Index,Jun,0.30%,-0.20%,0.20%,0.26%,35,0.79,0.13,US
07/22/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,Jul P,--,--,51.5,51.51,18,--,0.56,US
07/25/16,22:30,Dallas Fed Manf. Activity,DFEDGBA Index,Jul,-1.3,-18.3,-10,-9.79,7,2.75,3.16,US
07/26/16,21:00,S&P CoreLogic CS US HPI MoM SA,SPCSUSQS Index,May,0.19%,0.07%,--,--,0,--,--,US
07/26/16,21:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,May,188.29,186.63,189.5,189.43,3,-1.82,0.66,US
