Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2019-07-11,20:30:00,Real Avg Weekly Earnings YoY,REALYRAE Index,Jun,1.20%,1.00%,,,2,,,US
2019-07-11,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-07,63.80,62.60,,,1,,,US
2019-07-12,02:00:00,Monthly Budget Statement,FDDSSD Index,Jun,-8500000000,-74900000000,-7900000000,-18590000000,12,-0.02,38.75,US
2019-07-12,20:30:00,PPI Final Demand MoM,FDIDFDMO Index,Jun,0.10%,0.10%,0.00%,0.03%,54,0.75,0.13,US
2019-07-12,20:30:00,PPI Ex Food and Energy MoM,FDIDSGMO Index,Jun,0.30%,0.20%,0.20%,0.18%,46,1.29,0.08,US
2019-07-12,20:30:00,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,Jun,0.00%,0.40%,0.20%,0.20%,10,-2.58,0.08,US
2019-07-12,20:30:00,PPI Final Demand YoY,FDIUFDYO Index,Jun,1.70%,1.80%,1.60%,1.58%,18,0.64,0.16,US
2019-07-12,20:30:00,PPI Ex Food and Energy YoY,FDIUSGYO Index,Jun,2.30%,2.30%,2.10%,2.13%,18,1.84,0.11,US
2019-07-12,20:30:00,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,Jun,2.10%,2.30%,,,1,,,US
2019-07-12,21:45:00,SURVEY REPORT: U.S. Economic Forecasts in July 2019,,,,,,,,,,US
2019-07-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,Jul,4.30,-8.60,2.00,1.75,38,0.65,3.54,US
2019-07-16,20:30:00,Import Price Index MoM,IMP1CHNG Index,Jun,-0.90%,-0.30%,-0.60%,-0.66%,34,-0.91,0.33,US
2019-07-16,20:30:00,Import Price Index ex Petroleum MoM,IMP1XPM% Index,Jun,-0.40%,-0.30%,-0.20%,-0.15%,12,-1.19,0.17,US
2019-07-16,20:30:00,Import Price Index YoY,IMP1YOY% Index,Jun,-2.00%,-1.50%,-2.10%,-2.10%,8,0.32,0.31,US
2019-07-16,20:30:00,Export Price Index MoM,EXP1CMOM Index,Jun,-0.70%,-0.20%,-0.20%,-0.37%,10,-1.49,0.33,US
2019-07-16,20:30:00,Export Price Index YoY,EXP1CYOY Index,Jun,-1.60%,-0.70%,,,1,,,US
2019-07-16,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,Jun,0.40%,0.50%,0.20%,0.15%,75,1.51,0.13,US
2019-07-16,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Jun,0.40%,0.50%,0.10%,0.14%,64,1.60,0.19,US
2019-07-16,20:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Jun,0.70%,0.50%,0.30%,0.29%,22,2.48,0.16,US
2019-07-16,20:30:00,Retail Sales Control Group,RSTAXAGM Index,Jun,0.70%,0.50%,0.30%,0.30%,30,2.82,0.14,US
2019-07-16,21:15:00,Industrial Production MoM,IP CHNG Index,Jun,0.00%,0.40%,0.10%,0.11%,73,-0.65,0.15,US
2019-07-16,21:15:00,Manufacturing (SIC) Production,IPMGCHNG Index,Jun,0.40%,0.20%,0.30%,0.30%,25,0.78,0.13,US
2019-07-16,21:15:00,Capacity Utilization,CPTICHNG Index,Jun,77.90%,78.10%,78.10%,78.08%,49,-1.76,0.11,US
2019-07-16,22:00:00,NAHB Housing Market Index,USHBMIDX Index,Jul,65.00,64.00,64.00,64.41,34,1.14,0.88,US
2019-07-16,22:00:00,Business Inventories,MTIBCHNG Index,May,0.30%,0.50%,0.30%,0.35%,35,0.00,0.06,US
2019-07-17,04:00:00,Net Long-term TIC Flows,FRNTTOTL Index,May,3500000000,46900000000,,,2,,,US
2019-07-17,04:00:00,Total Net TIC Flows,FRNTTNET Index,May,32900000000,-7800000000,,,2,,,US
2019-07-17,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-12,-1.10%,-2.40%,,,0,,,US
2019-07-17,20:30:00,Housing Starts,NHSPSTOT Index,Jun,1253000,1269000,1260000,1261020,63,-0.36,19.24,US
2019-07-17,20:30:00,Housing Starts MoM,NHCHSTCH Index,Jun,-0.90%,-0.90%,-0.70%,-0.63%,63,-0.13,1.52,US
2019-07-17,20:30:00,Building Permits,NHSPATOT Index,Jun,1220000,1294000,1300000,1297370,43,-4.03,19.86,US
2019-07-17,20:30:00,Building Permits MoM,NHCHATCH Index,Jun,-6.10%,0.30%,0.10%,-0.12%,43,-4.04,1.53,US
2019-07-18,02:00:00,U.S. Federal Reserve Releases Beige Book,,,,,,,,,,US
2019-07-18,20:30:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jul,21.80,0.30,5.00,4.84,42,8.01,2.10,US
2019-07-18,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-13,216000,209000,216000,216920,38,0.09,5.78,US
2019-07-18,20:30:00,Continuing Claims,INJCSP Index,Jul-06,1686000,1723000,1700000,1699830,6,-0.87,16.15,US
2019-07-18,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-14,64.70,63.80,,,1,,,US
2019-07-18,21:45:00,Bloomberg Economic Expectations,COMFBTWR Index,Jul,55.00,50.50,,,0,,,US
2019-07-18,22:00:00,Leading Index,LEI CHNG Index,Jun,-0.30%,0.00%,0.10%,0.04%,30,-2.73,0.13,US
2019-07-19,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jul P,98.40,98.20,98.80,98.52,54,-0.51,0.78,US
2019-07-19,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,Jul P,111.10,111.90,112.80,112.77,3,-8.27,0.21,US
2019-07-19,22:00:00,U. of Mich. Expectations,CONSEXP Index,Jul P,90.10,89.30,90.00,89.27,3,0.06,1.64,US
2019-07-19,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jul P,2.60%,2.70%,,,2,,,US
2019-07-19,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jul P,2.60%,2.30%,,,0,,,US
2019-07-22,20:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Jun,-0.02,-0.05,0.08,0.06,4,-2.29,0.04,US
2019-07-23,21:00:00,FHFA House Price Index MoM,HPIMMOM% Index,May,0.10%,0.40%,0.40%,0.37%,12,-3.53,0.08,US
2019-07-23,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Jul,-12.00,3.00,5.00,4.92,12,-7.20,2.36,US
2019-07-23,22:00:00,Existing Home Sales,ETSLTOTL Index,Jun,5270000,5340000,5320000,5330000,63,-0.84,0.06,US
2019-07-23,22:00:00,Existing Home Sales MoM,ETSLMOM Index,Jun,-1.70%,2.50%,-0.40%,-0.23%,63,-1.20,1.11,US
2019-07-24,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-19,-1.90%,-1.10%,,,0,,,US
2019-07-24,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,Jul P,,50.60,51.00,51.14,16,,0.65,US
2019-07-24,21:45:00,Markit US Services PMI,MPMIUSSA Index,Jul P,,51.50,51.80,51.77,10,,0.42,US
2019-07-24,21:45:00,Markit US Composite PMI,MPMIUSCA Index,Jul P,,51.50,,,0,,,US
2019-07-24,22:00:00,New Home Sales,NHSLTOT Index,Jun,646000,626000,658000,656330,64,-0.69,17.46,US
2019-07-24,22:00:00,New Home Sales MoM,NHSLCHNG Index,Jun,7.00%,-7.80%,5.10%,4.84%,64,0.68,2.79,US
2019-07-25,20:30:00,Durable Goods Orders,DGNOCHNG Index,Jun P,2.00%,-1.30%,0.70%,0.66%,66,2.19,0.59,US
2019-07-25,20:30:00,Durables Ex Transportation,DGNOXTCH Index,Jun P,1.20%,0.40%,0.20%,0.17%,53,4.80,0.21,US
2019-07-25,20:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Jun P,1.90%,0.50%,0.20%,0.11%,21,5.25,0.32,US
2019-07-25,20:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Jun P,0.60%,0.60%,-0.20%,-0.02%,5,3.03,0.26,US
2019-07-25,20:30:00,Advance Goods Trade Balance,USTGTTCB Index,Jun,-74200000000,-74500000000,-72500000000,-73160000000,35,-0.84,2.03,US
2019-07-25,20:30:00,Wholesale Inventories MoM,MWINCHNG Index,Jun P,0.20%,0.40%,0.50%,0.43%,9,-2.25,0.13,US
2019-07-25,20:30:00,Retail Inventories MoM,RSRSTMOM Index,Jun,-0.10%,0.50%,0.20%,0.18%,5,-1.14,0.26,US
2019-07-25,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-20,206000,216000,218000,217970,35,-3.02,3.97,US
2019-07-25,20:30:00,Continuing Claims,INJCSP Index,Jul-13,1676000,1686000,1688000,1688200,5,-0.90,13.39,US
2019-07-25,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-21,63.70,64.70,,,0,,,US
2019-07-25,23:00:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Jul,-1.00,0.00,3.00,2.94,8,-1.67,2.24,US
2019-07-26,20:30:00,Revisions: National Income and Accounts (GDP),,,,,,,,,,US
2019-07-26,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,2Q A,2.10%,3.10%,1.80%,1.81%,73,0.95,0.32,US
2019-07-26,20:30:00,Personal Consumption,GDPCTOT% Index,2Q A,4.30%,0.90%,4.00%,4.05%,20,1.62,0.19,US
2019-07-26,20:30:00,GDP Price Index,GDP PIQQ Index,2Q A,2.40%,0.90%,2.00%,2.10%,27,0.98,0.41,US
2019-07-26,20:30:00,Core PCE QoQ,GDPCPCEC Index,2Q A,1.80%,1.20%,2.00%,1.90%,14,-0.69,0.29,US
2019-07-29,22:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Jul,-6.30,-12.10,-6.00,-5.56,7,-0.23,1.28,US
2019-07-30,20:30:00,Personal Income,PITLCHNG Index,Jun,0.40%,0.50%,0.40%,0.37%,67,0.00,0.09,US
2019-07-30,20:30:00,Personal Spending,PCE CRCH Index,Jun,0.30%,0.40%,0.30%,0.33%,66,0.00,0.09,US
2019-07-30,20:30:00,Real Personal Spending,PCE CHNC Index,Jun,0.20%,0.20%,0.20%,0.24%,14,0.00,0.07,US
2019-07-30,20:30:00,PCE Deflator MoM,PCE DEFM Index,Jun,0.10%,0.20%,0.10%,0.09%,41,0.00,0.04,US
2019-07-30,20:30:00,PCE Deflator YoY,PCE DEFY Index,Jun,1.40%,1.50%,1.50%,1.48%,32,-1.53,0.07,US
2019-07-30,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,Jun,0.20%,0.20%,0.20%,0.20%,55,0.00,0.02,US
2019-07-30,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,Jun,1.60%,1.60%,1.70%,1.67%,41,-1.97,0.05,US
2019-07-30,21:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,May,0.14%,0.00%,0.20%,0.21%,13,-0.68,0.09,US
2019-07-30,21:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,May,2.39%,2.54%,2.40%,2.45%,11,-0.05,0.20,US
2019-07-30,21:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,May,216.94,215.68,216.90,216.65,3,0.05,0.74,US
2019-07-30,21:00:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,May,3.43%,3.54%,,,2,,,US
2019-07-30,21:00:00,S&P CoreLogic CS US HPI NSA Index,SPCSUSA Index,May,209.66,207.97,,,1,,,US
2019-07-30,22:00:00,Pending Home Sales MoM,USPHTMOM Index,Jun,2.80%,1.10%,0.50%,0.55%,21,3.01,0.76,US
2019-07-30,22:00:00,Pending Home Sales NSA YoY,USPHTYOY Index,Jun,-0.60%,-0.80%,0.70%,0.43%,4,-1.72,0.76,US
2019-07-30,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Jul,135.70,121.50,125.00,125.26,59,4.83,2.22,US
2019-07-30,22:00:00,Conf. Board Present Situation,CONCPSIT Index,Jul,170.90,162.60,,,0,,,US
2019-07-30,22:00:00,Conf. Board Expectations,CONCEXP Index,Jul,112.20,94.10,,,0,,,US
2019-07-31,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-26,-1.40%,-1.90%,,,0,,,US
2019-07-31,20:15:00,ADP Employment Change,ADP CHNG Index,Jul,156000,102000,150000,148420,33,0.31,19.45,US
2019-07-31,20:30:00,Employment Cost Index,ECI SA% Index,2Q,0.60%,0.70%,0.70%,0.70%,45,-1.73,0.06,US
2019-07-31,21:45:00,MNI Chicago PMI,CHPMINDX Index,Jul,44.40,49.70,51.00,51.33,24,-5.06,1.30,US
2019-08-01,02:00:00,FOMC Rate Decision (Upper Bound),FDTR Index,Jul-31,2.25%,2.50%,2.25%,2.28%,87,0.00,0.09,US
2019-08-01,02:00:00,FOMC Rate Decision (Lower Bound),FDTRFTRL Index,Jul-31,2.00%,2.25%,2.00%,2.03%,87,0.00,0.09,US
2019-08-01,02:00:00,Interest Rate on Excess Reserves,IRRBIOER Index,Aug-01,2.10%,2.35%,2.10%,2.09%,8,0.00,0.02,US
2019-08-01,19:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Jul,43.20%,12.80%,,,0,,,US
2019-08-01,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-27,215000,206000,214000,213420,36,0.23,4.41,US
2019-08-01,20:30:00,Continuing Claims,INJCSP Index,Jul-20,1699000,1676000,1674000,1675330,6,2.25,11.10,US
2019-08-01,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jul-28,64.70,63.70,,,0,,,US
2019-08-01,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,Jul F,50.40,50.60,50.10,50.34,8,0.43,0.82,US
2019-08-01,22:00:00,ISM Manufacturing,NAPMPMI Index,Jul,51.20,51.70,52.00,51.84,71,-1.10,0.73,US
2019-08-01,22:00:00,ISM Employment,NAPMEMPL Index,Jul,51.70,54.50,,,1,,,US
2019-08-01,22:00:00,ISM Prices Paid,NAPMPRIC Index,Jul,45.10,47.90,49.00,49.12,7,-5.85,0.67,US
2019-08-01,22:00:00,ISM New Orders,NAPMNEWO Index,Jul,50.80,50.00,,,2,,,US
2019-08-01,22:00:00,Construction Spending MoM,CNSTTMOM Index,Jun,-1.30%,-0.80%,0.30%,0.25%,41,-5.13,0.31,US
2019-08-01,,Wards Total Vehicle Sales,SAARTOTL Index,Jul,16820000,17300000,16900000,16890000,34,-0.49,0.16,US
2019-08-02,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Jul,164000,224000,165000,164070,76,-0.05,22.08,US
2019-08-02,20:30:00,Two-Month Payroll Net Revision,ECONGECC Index,Jul,-41000,,,,0,,,US
2019-08-02,20:30:00,Change in Private Payrolls,NFP PCH Index,Jul,148000,191000,165000,164690,29,-1.33,12.82,US
2019-08-02,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Jul,16000,17000,5000,3830,18,3.01,3.66,US
2019-08-02,20:30:00,Unemployment Rate,USURTOT Index,Jul,3.70%,3.70%,3.60%,3.65%,75,1.91,0.05,US
2019-08-02,20:30:00,Average Hourly Earnings MoM,AHE MOM% Index,Jul,0.30%,0.20%,0.20%,0.22%,60,2.51,0.04,US
2019-08-02,20:30:00,Average Hourly Earnings YoY,AHE YOY% Index,Jul,3.20%,3.10%,3.10%,3.14%,36,1.85,0.05,US
2019-08-02,20:30:00,Average Weekly Hours All Employees,AWH TOTL Index,Jul,34.30,34.40,34.40,34.41,26,-3.47,0.03,US
2019-08-02,20:30:00,Labor Force Participation Rate,PRUSTOT Index,Jul,63.00%,62.90%,62.90%,62.90%,3,,0.00,US
2019-08-02,20:30:00,Underemployment Rate,USUDMAER Index,Jul,7.00%,7.20%,,,1,,,US
2019-08-02,20:30:00,Trade Balance,USTBTOT Index,Jun,-55200000000,-55500000000,-54600000000,-54600000000,49,-1.04,0.58,US
2019-08-02,22:00:00,Factory Orders,TMNOCHNG Index,Jun,0.60%,-0.70%,0.70%,0.73%,39,-0.34,0.29,US
2019-08-02,22:00:00,Factory Orders Ex Trans,TMNOXTM% Index,Jun,0.10%,0.10%,,,1,,,US
2019-08-02,22:00:00,Durable Goods Orders,DGNOCHNG Index,Jun F,1.90%,2.00%,,,2,,,US
2019-08-02,22:00:00,Durables Ex Transportation,DGNOXTCH Index,Jun F,1.00%,1.20%,,,2,,,US
2019-08-02,22:00:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Jun F,1.50%,1.90%,,,1,,,US
2019-08-02,22:00:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Jun F,0.30%,0.60%,,,1,,,US
2019-08-02,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jul F,98.40,98.40,98.50,98.52,43,-0.16,0.61,US
2019-08-02,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,Jul F,110.70,111.10,,,2,,,US
2019-08-02,22:00:00,U. of Mich. Expectations,CONSEXP Index,Jul F,90.50,90.10,,,2,,,US
2019-08-02,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jul F,2.60%,2.60%,,,1,,,US
2019-08-02,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jul F,2.50%,2.60%,,,0,,,US
2019-08-05,21:45:00,Markit US Services PMI,MPMIUSSA Index,Jul F,53.00,51.50,52.20,52.20,8,4.82,0.17,US
2019-08-05,21:45:00,Markit US Composite PMI,MPMIUSCA Index,Jul F,52.60,51.50,,,0,,,US
2019-08-05,22:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Jul,53.70,55.10,55.50,55.45,62,-2.56,0.70,US
2019-08-06,22:00:00,JOLTS Job Openings,JOLTTOTL Index,Jun,7348.00,7323.00,7326.00,7386.40,5,0.23,96.13,US
2019-08-07,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Aug-02,5.30%,-1.40%,,,0,,,US
2019-08-08,03:00:00,Consumer Credit,CICRTOT Index,Jun,14596000000,17085999999,16100000000,16070000000,18,-1.51,1.00,US
2019-08-08,20:30:00,Initial Jobless Claims,INJCJC Index,Aug-03,209000,215000,215000,215520,33,-1.78,3.38,US
2019-08-08,20:30:00,Continuing Claims,INJCSP Index,Jul-27,1684000,1699000,1690000,1691200,5,-1.23,4.87,US
2019-08-08,21:45:00,Bloomberg Aug. United States Economic Survey (Table),,,,,,,,,,US
2019-08-08,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Aug-04,62.90,64.70,,,1,,,US
2019-08-08,22:00:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Jun,-0.30%,0.10%,0.20%,0.23%,4,-11.55,0.04,US
2019-08-08,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Jun F,0.00%,0.20%,0.20%,0.15%,15,-1.59,0.13,US
2019-08-09,20:30:00,PPI Final Demand MoM,FDIDFDMO Index,Jul,0.20%,0.10%,0.20%,0.16%,52,0.00,0.08,US
2019-08-09,20:30:00,PPI Ex Food and Energy MoM,FDIDSGMO Index,Jul,-0.10%,0.30%,0.10%,0.14%,45,-3.26,0.06,US
2019-08-09,20:30:00,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,Jul,-0.10%,0.00%,0.20%,0.18%,11,-5.22,0.06,US
2019-08-09,20:30:00,PPI Final Demand YoY,FDIUFDYO Index,Jul,1.70%,1.70%,1.70%,1.69%,21,0.00,0.12,US
2019-08-09,20:30:00,PPI Ex Food and Energy YoY,FDIUSGYO Index,Jul,2.10%,2.30%,2.30%,2.31%,21,-1.93,0.10,US
2019-08-09,20:30:00,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,Jul,1.70%,2.10%,,,2,,,US
2019-08-13,02:00:00,Monthly Budget Statement,FDDSSD Index,Jul,-119700000000,-76900000000,-120000000000,-114340000000,16,0.02,12.34,US
2019-08-13,18:00:00,NFIB Small Business Optimism,SBOITOTL Index,Jul,104.70,103.30,104.00,103.66,20,0.54,1.29,US
2019-08-13,20:30:00,CPI MoM,CPI CHNG Index,Jul,0.30%,0.10%,0.30%,0.26%,70,0.00,0.06,US
2019-08-13,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jul,0.30%,0.30%,0.20%,0.19%,69,2.99,0.03,US
2019-08-13,20:30:00,CPI YoY,CPI YOY Index,Jul,1.80%,1.60%,1.70%,1.73%,45,1.30,0.08,US
2019-08-13,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Jul,2.20%,2.10%,2.10%,2.10%,47,1.91,0.05,US
2019-08-13,20:30:00,CPI Core Index SA,CPUPAXFE Index,Jul,263.57,262.80,263.30,263.35,4,2.64,0.10,US
2019-08-13,20:30:00,CPI Index NSA,CPURNSA Index,Jul,256.57,256.14,256.44,256.82,17,0.08,1.63,US
2019-08-13,20:30:00,Real Avg Hourly Earning YoY,REALYRAW Index,Jul,1.30%,1.50%,,,0,,,US
2019-08-13,20:30:00,Real Avg Weekly Earnings YoY,REALYRAE Index,Jul,0.80%,1.20%,,,1,,,US
2019-08-13,22:00:00,Mortgage Delinquencies,DLQTDLQT Index,2Q,4.53%,4.42%,,,0,,,US
2019-08-13,22:00:00,MBA Mortgage Foreclosures,FORLTOTL Index,2Q,0.90%,0.92%,,,0,,,US
2019-08-14,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Aug-09,21.70%,5.30%,,,0,,,US
2019-08-14,20:30:00,Import Price Index MoM,IMP1CHNG Index,Jul,0.20%,-0.90%,-0.10%,-0.07%,30,1.77,0.17,US
2019-08-14,20:30:00,Import Price Index ex Petroleum MoM,IMP1XPM% Index,Jul,0.00%,-0.40%,-0.10%,-0.05%,11,1.28,0.08,US
2019-08-14,20:30:00,Import Price Index YoY,IMP1YOY% Index,Jul,-1.80%,-2.00%,-2.00%,-2.04%,9,1.91,0.10,US
2019-08-14,20:30:00,Export Price Index MoM,EXP1CMOM Index,Jul,0.20%,-0.70%,-0.10%,-0.13%,10,1.04,0.24,US
2019-08-14,20:30:00,Export Price Index YoY,EXP1CYOY Index,Jul,-0.90%,-1.60%,,,1,,,US
2019-08-15,20:30:00,Retail Sales Control Group,RSTAXAGM Index,Jul,1.00%,0.70%,0.40%,0.39%,26,4.38,0.14,US
2019-08-15,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,Jul,0.70%,0.40%,0.30%,0.26%,70,2.67,0.15,US
2019-08-15,20:30:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Aug,16.80,21.80,9.50,9.60,37,2.01,3.64,US
2019-08-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,Aug,4.80,4.30,2.00,2.04,33,0.82,3.41,US
2019-08-15,20:30:00,Nonfarm Productivity,PRODNFR% Index,2Q P,2.30%,3.40%,1.40%,1.52%,44,2.13,0.42,US
2019-08-15,20:30:00,Unit Labor Costs,COSTNFR% Index,2Q P,2.40%,-1.60%,2.00%,1.93%,40,0.73,0.62,US
2019-08-15,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Jul,1.00%,0.40%,0.40%,0.42%,59,3.90,0.15,US
2019-08-15,20:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Jul,0.90%,0.70%,0.50%,0.43%,20,4.27,0.11,US
2019-08-15,20:30:00,Initial Jobless Claims,INJCJC Index,Aug-10,220000,209000,212000,212970,39,2.32,3.45,US
2019-08-15,20:30:00,Continuing Claims,INJCSP Index,Aug-03,1726000,1684000,1685000,1686710,7,9.39,4.37,US
2019-08-15,21:15:00,Industrial Production MoM,IP CHNG Index,Jul,-0.20%,0.00%,0.10%,0.07%,67,-1.51,0.20,US
2019-08-15,21:15:00,Manufacturing (SIC) Production,IPMGCHNG Index,Jul,-0.40%,0.40%,-0.30%,-0.25%,22,-0.39,0.26,US
2019-08-15,21:15:00,Capacity Utilization,CPTICHNG Index,Jul,77.50%,77.90%,77.80%,77.82%,46,-1.87,0.16,US
2019-08-15,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Aug-11,61.20,62.90,,,0,,,US
2019-08-15,22:00:00,NAHB Housing Market Index,USHBMIDX Index,Aug,66.00,65.00,65.00,65.34,35,1.33,0.75,US
2019-08-15,22:00:00,Business Inventories,MTIBCHNG Index,Jun,0.00%,0.30%,0.10%,0.08%,33,-1.01,0.10,US
2019-08-16,04:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Jun,99100000000,3500000000,,,2,,,US
2019-08-16,04:00:00,Total Net TIC Flows,FRNTTNET Index,Jun,1700000000,32900000000,,,2,,,US
2019-08-16,20:30:00,Housing Starts,NHSPSTOT Index,Jul,1191000,1253000,1256000,1250310,62,-2.69,24.20,US
2019-08-16,20:30:00,Housing Starts MoM,NHCHSTCH Index,Jul,-4.00%,-0.90%,0.20%,-0.21%,62,-2.20,1.93,US
2019-08-16,20:30:00,Building Permits,NHSPATOT Index,Jul,1336000,1220000,1270000,1271330,40,3.72,17.76,US
2019-08-16,20:30:00,Building Permits MoM,NHCHATCH Index,Jul,8.40%,-6.10%,3.10%,3.19%,40,3.69,1.44,US
2019-08-16,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Aug P,92.10,98.40,97.00,97.10,50,-4.59,1.07,US
2019-08-16,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,Aug P,107.40,110.70,,,2,,,US
2019-08-16,22:00:00,U. of Mich. Expectations,CONSEXP Index,Aug P,82.30,90.50,,,2,,,US
2019-08-16,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Aug P,2.70%,2.60%,,,2,,,US
2019-08-16,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Aug P,2.60%,2.50%,,,0,,,US
2019-08-21,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Aug-16,-0.90%,21.70%,,,0,,,US
2019-08-21,22:00:00,Existing Home Sales,ETSLTOTL Index,Jul,5420000,5270000,5400000,5380000,60,0.34,0.06,US
2019-08-21,22:00:00,Existing Home Sales MoM,ETSLMOM Index,Jul,2.50%,-1.70%,2.50%,2.08%,60,0.03,1.12,US
2019-08-22,02:00:00,FOMC Meeting Minutes,FEDMMINU Index,Jul-31,,,,,0,,,US
2019-08-22,20:30:00,Initial Jobless Claims,INJCJC Index,Aug-17,209000,220000,216000,217400,40,-2.45,2.86,US
2019-08-22,20:30:00,Continuing Claims,INJCSP Index,Aug-10,1674000,1726000,1707000,1709000,5,-1.86,17.77,US
2019-08-22,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Aug-18,61.50,61.20,,,1,,,US
2019-08-22,21:45:00,Bloomberg Economic Expectations,COMFBTWR Index,Aug,48.50,55.00,,,0,,,US
2019-08-22,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,Aug P,,50.40,50.50,50.36,14,,0.23,US
2019-08-22,21:45:00,Markit US Services PMI,MPMIUSSA Index,Aug P,,53.00,52.80,52.80,11,,0.46,US
2019-08-22,21:45:00,Markit US Composite PMI,MPMIUSCA Index,Aug P,,52.60,,,0,,,US
2019-08-22,22:00:00,Leading Index,LEI CHNG Index,Jul,0.50%,-0.30%,0.30%,0.31%,29,1.27,0.16,US
2019-08-22,23:00:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Aug,-6.00,-1.00,1.00,1.60,7,-3.51,2.05,US
2019-08-23,22:00:00,New Home Sales MoM,NHSLCHNG Index,Jul,-12.80%,7.00%,0.20%,0.19%,60,-6.53,1.98,US
2019-08-23,22:00:00,New Home Sales,NHSLTOT Index,Jul,635000,646000,647000,647230,60,-0.94,12.81,US
2019-08-26,20:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Jul,-0.36,-0.02,0.00,0.00,4,-7.20,0.05,US
